LAST EDITED DATE,OBSERVATION COUNT,COUNTRY,COUNTRY CODE,STATE,STATE CODE,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,TRIP COMMENTS,SPECIES COMMENTS,year,OBSERVATION_DATE
2020-05-16 21:09:55,2,Australia,AU,South Australia,AU-SA,L9604782,P,-35.514402,138.7261864,2019-07-06,08:00:00,obsr1093233,S58008554,Traveling,30.0,1.0,,2.0,1,,Walked 1km along beach searching for hooded plovers,2 birds sighted searching for food near waters edge. One bird had a metal band and orange tag on right leg- orange tag UE.--Second bird had just a metal band on right leg and was limping- not putting much weight on left leg when walking.,2019,2019-07-06
2020-03-19 08:51:53,5,Australia,AU,Tasmania,AU-TAS,L2547869,H,-43.29137,147.32837,2019-10-20,18:07:00,obsr1157197,S60837215,Incidental,,,,2.0,0,G4606109,,,2019,2019-10-20
2019-08-08 17:21:22,1,Australia,AU,South Australia,AU-SA,L6599767,P,-35.4506,138.316427,2019-02-17,,obsr969057,S52803332,Historical,,,,,1,,,,2019,2019-02-17
2020-07-13 06:10:11,6,Australia,AU,Victoria,AU-VIC,L2547781,H,-38.39485,142.21518,2019-11-06,08:50:00,obsr1434818,S71418178,Historical,,,,1.0,1,,,,2019,2019-11-06
2020-07-10 21:46:56,7,Australia,AU,Victoria,AU-VIC,L2547781,H,-38.39485,142.21518,2019-12-07,10:00:00,obsr1434818,S71334749,Historical,,,,1.0,1,,,,2019,2019-12-07
2020-03-19 08:51:53,5,Australia,AU,Tasmania,AU-TAS,L2547869,H,-43.29137,147.32837,2019-10-20,18:07:00,obsr768640,S60837211,Incidental,,,,2.0,0,G4606109,,,2019,2019-10-20
2019-12-22 17:25:50,8,Australia,AU,Tasmania,AU-TAS,L943017,H,-43.3641897,147.3341274,2019-10-25,14:15:00,obsr357624,S62541870,Traveling,157.0,7.242,,8.0,1,G4614854,,,2019,2019-10-25
2020-02-17 18:42:25,3,Australia,AU,New South Wales,AU-NSW,L2550521,H,-36.36991,150.07982,2019-11-16,06:36:00,obsr907267,S61472923,Traveling,72.0,1.6,,1.0,1,,,,2019,2019-11-16
2019-10-20 08:08:00,3,Australia,AU,Tasmania,AU-TAS,L3278527,H,-43.364148,147.354088,2019-10-20,16:57:00,obsr768640,S60776047,Traveling,69.0,1.0,,2.0,0,G4599023,,,2019,2019-10-20
2019-11-10 05:09:15,2,Australia,AU,Tasmania,AU-TAS,L2548394,H,-40.76,145.29453,2019-11-07,17:30:00,obsr835553,S61243761,Traveling,75.0,3.0,,1.0,1,,"Ahhh... at last, I’m back and staying overnight in my favourite town on earth! Quite besides the Elysian bliss of this quaint, rugged collection of buildings that cling to The Nut, despite it’s current squalls of pounding rain, the birding has proven good fun already! I’ll throw in a couple of species from just a little earlier, of which there would otherwise be no reason to submit. I’m finally here, and loving it very very much!","If I’m honest, the lack of Waders was a bit of a letdown... but the Hoodies made up for it, being as perfectly behaved and cute as ever!",2019,2019-11-07
2019-12-30 04:49:36,2,Australia,AU,Tasmania,AU-TAS,L943017,H,-43.3641897,147.3341274,2019-10-26,09:03:00,obsr314962,S60932177,Traveling,138.0,8.047,,8.0,1,G4614814,,,2019,2019-10-26
2020-06-01 08:29:58,4,Australia,AU,Tasmania,AU-TAS,L1163828,H,-42.5542184,147.8792381,2019-03-04,09:34:00,obsr634197,S53359852,Traveling,39.0,2.0,,1.0,1,,,,2019,2019-03-04
2020-02-28 23:32:23,7,Australia,AU,Victoria,AU-VIC,L1121735,H,-38.3565457,142.3109722,2019-08-24,10:49:00,obsr642128,S59240792,Traveling,131.0,4.0,,2.0,1,G4457429,,,2019,2019-08-24
2020-02-28 23:32:23,2,Australia,AU,Victoria,AU-VIC,L1121735,H,-38.3565457,142.3109722,2019-01-07,11:30:00,obsr450545,S51416810,Traveling,40.0,1.0,,1.0,1,,,,2019,2019-01-07
2020-06-01 08:29:58,5,Australia,AU,Tasmania,AU-TAS,L1163828,H,-42.5542184,147.8792381,2019-02-15,07:30:00,obsr653766,S57930295,Traveling,45.0,1.0,,2.0,1,,,,2019,2019-02-15
2019-02-06 07:07:36,2,Australia,AU,Tasmania,AU-TAS,L933803,H,-42.6435561,148.0778503,2019-02-06,11:00:00,obsr265043,S52428085,Traveling,360.0,9.656,,1.0,1,,,LIFER! Took photos to upload later. On Darlington Beach near protected area.,2019,2019-02-06
2020-04-05 22:25:22,3,Australia,AU,Victoria,AU-VIC,L2531386,H,-37.85859,148.08506,2019-11-27,08:50:00,obsr338101,S61781018,Traveling,155.0,8.98,,1.0,0,,,With young,2019,2019-11-27
2020-04-03 22:03:40,1,Australia,AU,Victoria,AU-VIC,L8418031,P,-38.6341272,145.7538426,2019-12-15,12:59:00,obsr432333,S62318922,Traveling,45.0,0.4,,1.0,1,,,No flag,2019,2019-12-15
2019-04-06 01:27:12,13,Australia,AU,Tasmania,AU-TAS,L8984711,P,-42.09257,148.12213,2019-04-06,14:41:00,obsr794578,S54609653,Traveling,73.0,1.5,,2.0,1,G4014577,,2ad + 4ad + (2juv + 5ad),2019,2019-04-06
2020-02-28 23:01:44,3,Australia,AU,Victoria,AU-VIC,L2547426,H,-38.4289166,144.1810942,2019-11-13,10:02:00,obsr166500,S61403792,Traveling,21.0,0.296,,2.0,1,,,,2019,2019-11-13
2020-02-28 23:01:45,2,Australia,AU,Victoria,AU-VIC,L2547426,H,-38.4289166,144.1810942,2019-08-17,13:45:00,obsr218904,S59098234,Incidental,,,,3.0,0,,,,2019,2019-08-17
2020-02-28 23:01:45,2,Australia,AU,Victoria,AU-VIC,L2547426,H,-38.4289166,144.1810942,2019-10-15,16:30:00,obsr293405,S60636480,Traveling,33.0,0.829,,9.0,1,G4584966,,,2019,2019-10-15
2020-02-29 00:33:00,2,Australia,AU,Victoria,AU-VIC,L5907084,H,-38.8503032,143.5453248,2019-12-09,14:50:00,obsr636911,S62166646,Traveling,79.0,3.022,,8.0,1,G4733367,,,2019,2019-12-09
2019-01-04 17:51:22,4,Australia,AU,South Australia,AU-SA,L8368698,P,-35.027253,138.516872,2019-01-04,18:30:00,obsr272608,S51314493,Stationary,15.0,,,2.0,1,,,"2 Adults, 2 Fledglings.",2019,2019-01-04
2019-11-30 05:52:04,2,Australia,AU,Tasmania,AU-TAS,L2224136,H,-43.2417639,147.3930931,2019-11-30,09:55:00,obsr630110,S61861012,Traveling,155.0,3.69,,2.0,1,G4707687,,,2019,2019-11-30
2020-05-08 20:59:01,1,Australia,AU,South Australia,AU-SA,L1299637,H,-35.2264384,136.8953133,2019-10-02,12:00:00,obsr465551,S61318818,Traveling,360.0,10.0,,2.0,1,,"with Bernie O'keefe. cruising about, several sites incl Royston Head Hike",,2019,2019-10-02
2020-02-28 23:36:22,2,Australia,AU,Victoria,AU-VIC,L10070390,H,-37.8816132,147.9646777,2019-10-14,17:10:00,obsr1159398,S61217514,Stationary,20.0,,,2.0,1,G4644845,Scoping over estuary,,2019,2019-10-14
2020-02-29 00:21:39,3,Australia,AU,Victoria,AU-VIC,L2549966,H,-38.48315,145.01804,2019-02-04,12:00:00,obsr453588,S52359531,Traveling,20.0,1.0,,1.0,1,,"High Tide , No Waders apart from Hooded Plovers , Big Crowds Yesterday I assume",,2019,2019-02-04
2020-02-28 21:07:01,2,Australia,AU,Victoria,AU-VIC,L2549126,H,-38.63752,145.56713,2019-10-09,09:41:00,obsr1145707,S60468802,Traveling,99.0,2.595,,1.0,1,,,,2019,2019-10-09
2020-02-29 03:21:39,2,Australia,AU,Victoria,AU-VIC,L8483339,P,-38.3689826,144.7573155,2019-09-28,08:00:00,obsr1201602,S60544354,Historical,360.0,5.0,12.1406,3.0,0,,,,2019,2019-09-28
2020-02-28 22:53:40,4,Australia,AU,Victoria,AU-VIC,L4051176,H,-38.2838273,144.4265056,2019-02-06,18:30:00,obsr825168,S52453824,Traveling,15.0,0.2,,1.0,1,,,2 unflagged and 2 flagged (likely to be breeding pair from 40-42W site which were not attending the nest at the time).,2019,2019-02-06
2020-06-01 20:22:03,1,Australia,AU,Tasmania,AU-TAS,L11603499,P,-42.5522871,147.8774533,2019-10-12,08:00:00,obsr450869,S69951174,Traveling,120.0,1.0,,2.0,0,,,,2019,2019-10-12
2020-03-14 03:11:15,11,Australia,AU,Victoria,AU-VIC,L3217170,H,-38.355161,142.335304,2019-06-15,15:45:00,obsr432333,S57386861,Traveling,37.0,1.0,,1.0,1,G4283179,,good number ,2019,2019-06-15
2020-06-01 08:21:20,1,Australia,AU,Tasmania,AU-TAS,L8022261,H,-42.8190979,147.8638464,2019-02-28,13:53:00,obsr508916,S53206729,Traveling,60.0,0.5,,1.0,1,,,On saltmarsh flats,2019,2019-02-28
2020-07-20 21:22:32,2,Australia,AU,Victoria,AU-VIC,L3217170,H,-38.355161,142.335304,2019-11-06,08:20:00,obsr1434818,S71417881,Historical,,,,1.0,1,,,,2019,2019-11-06
2020-02-28 23:40:49,1,Australia,AU,Victoria,AU-VIC,L2551688,H,-37.65413,149.68554,2019-11-24,15:00:00,obsr1211672,S61732590,Traveling,209.0,3.0,,2.0,1,G4695505,,,2019,2019-11-24
2019-11-24 03:41:13,3,Australia,AU,South Australia,AU-SA,L2542955,H,-34.93474,138.49807,2019-11-24,19:08:00,obsr1082190,S61695658,Incidental,,,,1.0,0,,In protected area south of river.,2 chicks 1 adult. Pestered by starlings. The chicks look very cute.,2019,2019-11-24
2020-04-13 19:10:02,17,Australia,AU,Victoria,AU-VIC,L2549083,H,-38.7115,146.70353,2019-02-02,07:33:00,obsr810226,S53362702,Traveling,415.0,25.176,,10.0,1,G3821802,,,2019,2019-02-02
2020-04-04 23:01:21,1,Australia,AU,Victoria,AU-VIC,L2552516,H,-37.57124,149.76356,2019-11-30,16:00:00,obsr450535,S61860559,Traveling,120.0,5.0,,2.0,1,G4711236,Clearing skies and abating south westerly wind.  Mostly overcast,,2019,2019-11-30
2020-02-29 00:19:17,9,Australia,AU,Victoria,AU-VIC,L2547409,H,-38.44659,144.85542,2019-01-07,06:45:00,obsr352905,S51403993,Traveling,120.0,6.0,,1.0,1,,HP monitoring ,"1 nest with 2 chicks, 3 nests with eggs",2019,2019-01-07
2020-02-17 03:18:26,2,Australia,AU,New South Wales,AU-NSW,L2541593,H,-35.3761915,150.4657137,2019-03-08,19:00:00,obsr1139622,S53589450,Traveling,50.0,0.5,,2.0,1,G3925545,,,2019,2019-03-08
2020-02-29 00:33:03,1,Australia,AU,Victoria,AU-VIC,L6567587,H,-38.736005,143.68424,2019-05-22,09:35:00,obsr1333739,S56601231,Traveling,27.0,1.039,,1.0,1,,,,2019,2019-05-22
2019-11-06 11:03:53,2,Australia,AU,Tasmania,AU-TAS,L10019185,P,-43.2354485,147.3827738,2019-10-12,09:45:00,obsr637918,S61225379,Traveling,100.0,3.0,,6.0,1,G4645546,,,2019,2019-10-12
2020-02-28 21:12:47,4,Australia,AU,Victoria,AU-VIC,L922087,H,-38.5515351,145.3509235,2019-02-23,10:45:00,obsr961222,S53040416,Traveling,150.0,9.2,,2.0,1,,Walked coastal trail circuit,,2019,2019-02-23
2019-11-06 04:52:45,1,Australia,AU,Tasmania,AU-TAS,L10120248,P,-41.2366322,148.2909802,2019-11-06,07:50:00,obsr915945,S61219633,Stationary,45.0,,,3.0,1,,mostly cloudy,,2019,2019-11-06
2020-02-28 21:12:47,7,Australia,AU,Victoria,AU-VIC,L922087,H,-38.5515351,145.3509235,2019-07-04,15:30:00,obsr611702,S57910691,Traveling,85.0,5.0,,1.0,1,,,,2019,2019-07-04
2019-09-24 03:28:24,2,Australia,AU,Tasmania,AU-TAS,L2548038,H,-43.1428822,147.9626628,2019-02-19,,obsr450350,S60072166,Historical,,,,2.0,1,,walk along beach area and campground.,,2019,2019-02-19
2019-11-03 19:28:18,4,Australia,AU,Western Australia,AU-WA,L2557156,H,-34.83747,116.02249,2019-11-03,13:24:00,obsr409424,S61161761,Traveling,112.0,3.3,,2.0,1,G4638808,,"2adults,2juv",2019,2019-11-03
2019-09-12 22:30:44,12,Australia,AU,Tasmania,AU-TAS,L1206904,H,-42.8292123,147.8733158,2019-09-13,10:55:00,obsr408549,S59723087,Traveling,27.0,1.143,,1.0,1,,,,2019,2019-09-13
2019-04-06 01:27:12,13,Australia,AU,Tasmania,AU-TAS,L8984711,P,-42.09257,148.12213,2019-04-06,14:41:00,obsr236487,S54609652,Traveling,73.0,1.5,,2.0,1,G4014577,,2ad + 4ad + (2juv + 5ad),2019,2019-04-06
2020-02-28 22:30:41,2,Australia,AU,Victoria,AU-VIC,L2548456,H,-38.29382,144.40391,2019-10-09,11:30:00,obsr182845,S60472086,Traveling,90.0,3.0,,1.0,1,,,,2019,2019-10-09
2019-12-14 02:13:19,3,Australia,AU,South Australia,AU-SA,L2543473,H,-35.98078,137.1825,2019-12-14,17:02:00,obsr1487530,S62284344,Traveling,27.0,1.26,,1.0,1,,,,2019,2019-12-14
2019-11-01 18:26:18,3,Australia,AU,South Australia,AU-SA,L2543154,H,-36.01994,136.85394,2019-11-01,08:02:00,obsr190987,S61099307,Incidental,,,,1.0,0,,,"1 on 2nd Bay, 2 on 3rd bay",2019,2019-11-01
2020-03-26 11:31:38,2,Australia,AU,Victoria,AU-VIC,L2547426,H,-38.4289166,144.1810942,2019-10-09,14:51:00,obsr56476,S60473790,Traveling,38.0,0.483,,13.0,1,G4569559,,,2019,2019-10-09
2020-03-26 11:31:38,2,Australia,AU,Victoria,AU-VIC,L2547426,H,-38.4289166,144.1810942,2019-10-09,14:51:00,obsr398985,S60483283,Traveling,38.0,0.483,,13.0,1,G4569559,,,2019,2019-10-09
2020-02-28 23:01:45,2,Australia,AU,Victoria,AU-VIC,L2547426,H,-38.4289166,144.1810942,2019-10-15,16:30:00,obsr166500,S60636971,Traveling,33.0,0.829,,9.0,1,G4584966,,,2019,2019-10-15
2020-02-28 21:12:10,6,Australia,AU,Victoria,AU-VIC,L5955048,H,-38.5439825,145.3395161,2019-06-22,08:00:00,obsr556373,S57575579,Traveling,120.0,3.0,,1.0,1,,,,2019,2019-06-22
2019-03-27 19:10:36,2,Australia,AU,Tasmania,AU-TAS,L8918559,H,-40.1330335,143.9010737,2019-03-25,11:59:00,obsr515325,S54201670,Traveling,30.0,0.5,,7.0,1,G3981754,"Surprise Bay (-40.133, 143.902)",,2019,2019-03-25
2019-10-11 23:43:40,2,Australia,AU,Tasmania,AU-TAS,L2224136,H,-43.2417639,147.3930931,2019-10-12,13:09:00,obsr441547,S60540435,Traveling,91.0,5.485,,1.0,1,,Overcast and mild.,,2019,2019-10-12
2020-02-28 22:31:29,15,Australia,AU,Victoria,AU-VIC,L2548623,H,-38.27322,144.59381,2019-04-25,09:36:00,obsr450440,S55411853,Traveling,110.0,2.0,,1.0,1,,,,2019,2019-04-25
2019-12-20 09:45:06,3,Australia,AU,South Australia,AU-SA,L2542955,H,-34.93474,138.49807,2019-11-19,17:10:00,obsr1121404,S62464690,Stationary,10.0,,,2.0,1,,,Made sure we did not get too close to the fenced area protecting the nesting birds to avoid disturbing them,2019,2019-11-19
2019-10-07 01:54:52,3,Australia,AU,Western Australia,AU-WA,L9862019,P,-35.0222557,117.2751926,2019-09-01,07:53:00,obsr720408,S59413292,Stationary,25.0,,,2.0,1,,"Weather fine, cool, windy",,2019,2019-09-01
2020-02-29 00:19:17,8,Australia,AU,Victoria,AU-VIC,L2547409,H,-38.44659,144.85542,2019-12-03,09:00:00,obsr755853,S61968910,Traveling,120.0,8.0,,2.0,1,G4720497,HP monitoring,,2019,2019-12-03
2020-02-28 22:58:56,1,Australia,AU,Victoria,AU-VIC,L8611217,H,-38.275451,144.496704,2019-11-26,18:35:00,obsr19060,S61759267,Stationary,148.0,,,2.0,1,,,,2019,2019-11-26
2020-02-17 03:26:58,4,Australia,AU,New South Wales,AU-NSW,L8202515,H,-35.2549592,150.5262407,2019-02-06,14:54:00,obsr804601,S52424092,Incidental,,,,1.0,0,,,2 adult 2 juvenile,2019,2019-02-06
2020-02-28 23:42:00,3,Australia,AU,Victoria,AU-VIC,L2551987,H,-37.79721,148.54351,2019-09-06,10:00:00,obsr535437,S59677938,Traveling,105.0,3.0,,1.0,1,G4501924,"warm 16°C, partly cloudy, light breeze; note that the shoreline has changed, with the sandbars joining together n much higher than when i was last there. this is part of the world shorebirds day attempt",,2019,2019-09-06
2020-02-28 23:42:00,2,Australia,AU,Victoria,AU-VIC,L2551987,H,-37.79721,148.54351,2019-10-21,09:00:00,obsr450819,S60835116,Incidental,,,,1.0,0,,"quite calm, patchy  conditions;  lowtide @ snowy river mouth 9.21am; however, tho' being there till 10am, there's not the usual high no. of birds, that one sees at low tide; some even appear to be roosting, perhaps, they were on the foreshore whichis hidden from view",appear to be on the side side of the dunes as seen in the past few days,2019,2019-10-21
2020-02-28 23:34:28,5,Australia,AU,Victoria,AU-VIC,L8453712,P,-38.3874026,142.231853,2019-04-11,09:59:00,obsr949848,S54816663,Traveling,85.0,2.37,,4.0,1,,,On south beach,2019,2019-04-11
2020-04-03 05:44:09,2,Australia,AU,New South Wales,AU-NSW,L2550521,H,-36.36991,150.07982,2019-12-14,18:33:00,obsr1047923,S62413175,Stationary,60.0,,,1.0,1,,,,2019,2019-12-14
2020-01-04 20:26:10,2,Australia,AU,Tasmania,AU-TAS,L943017,H,-43.3641897,147.3341274,2019-11-22,18:50:00,obsr298922,S61643412,Traveling,90.0,1.0,,2.0,1,G4687442,after-dinner stroll from W end of Lumeah Road to the general store,"good long looks, lifebird for Lynn.  one rested down on nest, left it briefly, returned and roosted again.",2019,2019-11-22
2020-02-28 23:42:57,3,Australia,AU,Victoria,AU-VIC,L2552344,H,-37.58444,149.73936,2019-03-03,10:19:00,obsr19060,S53299867,Traveling,39.0,1.418,,2.0,1,,,,2019,2019-03-03
2020-02-17 00:35:34,2,Australia,AU,New South Wales,AU-NSW,L2550521,H,-36.36991,150.07982,2019-06-29,09:21:00,obsr907267,S57769574,Traveling,44.0,1.6,,1.0,1,,,,2019,2019-06-29
2020-06-01 08:29:58,11,Australia,AU,Tasmania,AU-TAS,L1163828,H,-42.5542184,147.8792381,2019-07-14,10:03:00,obsr800750,S58161004,Traveling,48.0,1.0,,8.0,1,G4358136,Cold and windy. ,,2019,2019-07-14
2020-06-01 08:29:58,6,Australia,AU,Tasmania,AU-TAS,L1163828,H,-42.5542184,147.8792381,2019-12-08,12:30:00,obsr1295723,S62790572,Traveling,90.0,2.0,,2.0,1,,"clear day, light breeze",,2019,2019-12-08
2019-03-03 18:39:54,120,Australia,AU,Western Australia,AU-WA,L5385058,H,-33.8043606,121.95799,2019-03-03,16:10:00,obsr432504,S53312969,Traveling,54.0,1.0,,1.0,1,,Sunny with moderate breeze. ,"Estimate. Groups of 50, 50 and 30.",2019,2019-03-03
2020-05-09 17:54:48,2,Australia,AU,South Australia,AU-SA,L2541945,H,-35.0396002,138.5143918,2019-07-05,11:46:00,obsr450224,S57930980,Incidental,,,,1.0,0,,,,2019,2019-07-05
2020-02-28 22:58:59,21,Australia,AU,Victoria,AU-VIC,L9296150,P,-38.277768,144.464395,2019-05-19,08:41:00,obsr1368064,S56478078,Traveling,92.0,3.0,,2.0,1,G4195543,,,2019,2019-05-19
2020-04-05 22:25:22,1,Australia,AU,Victoria,AU-VIC,L2531386,H,-37.85859,148.08506,2019-11-20,17:50:00,obsr1159398,S61694126,Traveling,70.0,2.0,,4.0,1,G4688751,Observations by Janine Duffy and Martin Maderthaner with birders from India. Water level very low in inlet.,,2019,2019-11-20
2020-04-03 21:30:06,2,Australia,AU,Victoria,AU-VIC,L5184613,P,-38.6709696,145.6121063,2019-07-05,15:10:00,obsr1329867,S57963530,Traveling,70.0,2.0,,1.0,1,,,,2019,2019-07-05
2020-02-28 23:37:53,1,Australia,AU,Victoria,AU-VIC,L2041682,H,-37.6462477,149.7004795,2019-10-16,06:39:00,obsr450768,S60652602,Traveling,116.0,4.7,,1.0,1,,Fine.,,2019,2019-10-16
2020-06-03 08:44:12,2,Australia,AU,Tasmania,AU-TAS,L3039293,H,-40.7970518,145.2737274,2019-01-05,14:00:00,obsr835553,S51325362,Traveling,30.0,2.0,,1.0,1,,"A very nice if windy stroll! Despite the fun of watching the Red Caps and Hoodies, the astonishing highlight was the partial carcass of a Sperm Whale!!!",A pair sedately foraging around the edges of the Red Caps!,2019,2019-01-05
